"CarID","timestamp","lat","long","location","FirstName"
2,2014-01-08 17:00:00,36.06962233,24.8710923,"U-Pump","Lars"
2,2014-01-16 18:00:00,36.06886873,24.85097278,"Kronos Mart","Lars"
2,2014-01-10 13:00:00,36.05664586,24.87117253,"Ouzeri Elian","Lars"
2,2014-01-11 20:00:00,36.07667906,24.85756991,"Albert's Fine Clothing","Lars"
2,2014-01-16 18:00:00,36.07904378,24.85737048,"Albert's Fine Clothing","Lars"
2,2014-01-10 08:00:00,36.07018164,24.86856871,"U-Pump","Lars"
2,2014-01-14 18:00:00,36.07803604,24.85884249,"Albert's Fine Clothing","Lars"
2,2014-01-13 13:00:00,36.05973374,24.85805157,"General Grocer","Lars"
2,2014-01-14 13:00:00,36.05582647,24.90246542,"Brew've Been Served","Lars"
2,2014-01-07 13:00:00,36.05662986,24.87117834,"Ouzeri Elian","Lars"
2,2014-01-14 07:00:00,36.0827791,24.8534388,"Bean There Done That","Lars"
2,2014-01-08 13:00:00,36.05665465,24.87126166,"Ouzeri Elian","Lars"
2,2014-01-07 12:00:00,36.06210359,24.85522479,"Roberts and Sons","Lars"
2,2014-01-15 08:00:00,36.07015439,24.86859573,"U-Pump","Lars"
2,2014-01-15 08:00:00,36.06964558,24.87139142,"Jack's Magical Beans","Lars"
2,2014-01-10 08:00:00,36.06963471,24.87138024,"Jack's Magical Beans","Lars"
2,2014-01-13 12:00:00,36.05942684,24.85798503,"General Grocer","Lars"
2,2014-01-09 13:00:00,36.05581547,24.90247033,"Brew've Been Served","Lars"
2,2014-01-07 08:00:00,36.07016545,24.86858431,"U-Pump","Lars"
2,2014-01-06 17:00:00,36.06963491,24.87135335,"U-Pump","Lars"
2,2014-01-16 20:00:00,36.07669276,24.85546818,"Albert's Fine Clothing","Lars"
2,2014-01-10 07:00:00,36.08280519,24.85338615,"Bean There Done That","Lars"
2,2014-01-17 13:00:00,36.05195105,24.87124164,"Ouzeri Elian","Lars"
2,2014-01-14 08:00:00,36.0701519,24.86857902,"U-Pump","Lars"
2,2014-01-10 12:00:00,36.0595126,24.85801993,"General Grocer","Lars"
2,2014-01-13 08:00:00,36.06963919,24.87145275,"Jack's Magical Beans","Lars"
2,2014-01-16 13:00:00,36.06963788,24.8715396,"Jack's Magical Beans","Lars"
2,2014-01-19 18:00:00,36.07806584,24.85877446,"Albert's Fine Clothing","Lars"
2,2014-01-07 08:00:00,36.06961716,24.87138018,"Jack's Magical Beans","Lars"
2,2014-01-07 17:00:00,36.06963657,24.87126385,"U-Pump","Lars"
2,2014-01-06 13:00:00,36.05579344,24.90248976,"Brew've Been Served","Lars"
2,2014-01-10 08:00:00,36.08180468,24.85089405,"Bean There Done That","Lars"
2,2014-01-07 18:00:00,36.07803603,24.85882244,"Albert's Fine Clothing","Lars"
2,2014-01-12 18:00:00,36.07802594,24.85886599,"Albert's Fine Clothing","Lars"
2,2014-01-16 08:00:00,36.08270028,24.85098433,"Bean There Done That","Lars"
2,2014-01-10 19:00:00,36.07663426,24.85762547,"Albert's Fine Clothing","Lars"
2,2014-01-08 19:00:00,36.07662701,24.85761831,"Albert's Fine Clothing","Lars"
2,2014-01-13 20:00:00,36.07668716,24.85757572,"Albert's Fine Clothing","Lars"
2,2014-01-14 08:00:00,36.08179966,24.85094726,"Bean There Done That","Lars"
2,2014-01-14 17:00:00,36.06962071,24.87135394,"U-Pump","Lars"
2,2014-01-07 17:00:00,36.06695449,24.87634858,"Jack's Magical Beans","Lars"
2,2014-01-17 12:00:00,36.05105877,24.87386836,"Ouzeri Elian","Lars"
2,2014-01-17 17:00:00,36.0669496,24.87638879,"Jack's Magical Beans","Lars"
2,2014-01-06 17:00:00,36.0669382,24.87633643,"Jack's Magical Beans","Lars"
2,2014-01-16 07:00:00,36.08275756,24.85346199,"Bean There Done That","Lars"
2,2014-01-10 12:00:00,36.05575009,24.87394144,"Ouzeri Elian","Lars"
2,2014-01-16 08:00:00,36.07011844,24.86856777,"U-Pump","Lars"
2,2014-01-07 12:00:00,36.0557218,24.87395211,"Ouzeri Elian","Lars"
2,2014-01-16 17:00:00,36.06705102,24.87635233,"Jack's Magical Beans","Lars"
2,2014-01-19 20:00:00,36.07663033,24.85757314,"Albert's Fine Clothing","Lars"
2,2014-01-16 13:00:00,36.07009842,24.86857825,"U-Pump","Lars"
2,2014-01-16 12:00:00,36.06962027,24.87127211,"U-Pump","Lars"
2,2014-01-07 12:00:00,36.05954333,24.85647214,"General Grocer","Lars"
2,2014-01-15 18:00:00,36.07804379,24.85885825,"Albert's Fine Clothing","Lars"
2,2014-01-16 17:00:00,36.06964682,24.87135699,"U-Pump","Lars"
2,2014-01-11 18:00:00,36.07804763,24.85880318,"Albert's Fine Clothing","Lars"
2,2014-01-09 12:00:00,36.05525174,24.90205416,"Brew've Been Served","Lars"
2,2014-01-06 07:00:00,36.08280931,24.85344226,"Bean There Done That","Lars"
2,2014-01-06 08:00:00,36.06961694,24.87144288,"Jack's Magical Beans","Lars"
2,2014-01-08 12:00:00,36.06207937,24.85518231,"Roberts and Sons","Lars"
2,2014-01-13 18:00:00,36.07805944,24.8588273,"Albert's Fine Clothing","Lars"
2,2014-01-08 07:00:00,36.08276974,24.85350948,"Bean There Done That","Lars"
2,2014-01-16 12:00:00,36.07668856,24.85880395,"Albert's Fine Clothing","Lars"
2,2014-01-08 18:00:00,36.07805071,24.85866993,"Albert's Fine Clothing","Lars"
2,2014-01-16 12:00:00,36.06698185,24.8763811,"Jack's Magical Beans","Lars"
2,2014-01-17 08:00:00,36.07015303,24.86858799,"U-Pump","Lars"
2,2014-01-18 18:00:00,36.07805532,24.85881966,"Albert's Fine Clothing","Lars"
2,2014-01-06 08:00:00,36.08173037,24.85094775,"Bean There Done That","Lars"
2,2014-01-10 18:00:00,36.07805324,24.85884598,"Albert's Fine Clothing","Lars"
2,2014-01-17 17:00:00,36.06963786,24.87127964,"U-Pump","Lars"
2,2014-01-13 08:00:00,36.08175682,24.85087781,"Bean There Done That","Lars"
2,2014-01-08 12:00:00,36.05572549,24.87386809,"Ouzeri Elian","Lars"
2,2014-01-06 08:00:00,36.0701732,24.86859571,"U-Pump","Lars"
2,2014-01-16 08:00:00,36.06964067,24.87145086,"Jack's Magical Beans","Lars"
2,2014-01-08 08:00:00,36.08174665,24.85090415,"Bean There Done That","Lars"
2,2014-01-16 20:00:00,36.06583535,24.8497762,"Kronos Mart","Lars"
2,2014-01-10 17:00:00,36.06963527,24.87128158,"U-Pump","Lars"
2,2014-01-08 08:00:00,36.06964276,24.87138378,"Jack's Magical Beans","Lars"
2,2014-01-10 17:00:00,36.06697949,24.87635728,"Jack's Magical Beans","Lars"
2,2014-01-14 17:00:00,36.06705276,24.87636159,"Jack's Magical Beans","Lars"
2,2014-01-13 12:00:00,36.05574389,24.87394593,"Ouzeri Elian","Lars"
2,2014-01-13 08:00:00,36.07017945,24.8685959,"U-Pump","Lars"
2,2014-01-18 20:00:00,36.07666834,24.85757414,"Albert's Fine Clothing","Lars"
2,2014-01-10 13:00:00,36.05973349,24.8580715,"General Grocer","Lars"
2,2014-01-09 08:00:00,36.08275705,24.85349853,"Bean There Done That","Lars"
2,2014-01-07 20:00:00,36.07662806,24.85757921,"Albert's Fine Clothing","Lars"
2,2014-01-17 08:00:00,36.06964782,24.87138493,"Jack's Magical Beans","Lars"
2,2014-01-08 12:00:00,36.05961069,24.85650329,"General Grocer","Lars"
2,2014-01-14 12:00:00,36.05525871,24.90211249,"Brew've Been Served","Lars"
2,2014-01-08 08:00:00,36.07017167,24.86857538,"U-Pump","Lars"
3,2014-01-15 12:00:00,36.06211272,24.85522304,"Roberts and Sons","Felix"
3,2014-01-16 12:00:00,36.06207528,24.85518619,"Roberts and Sons","Felix"
3,2014-01-14 17:00:00,36.06961808,24.87129553,"U-Pump","Felix"
3,2014-01-09 21:00:00,36.0766834,24.85760744,"Albert's Fine Clothing","Felix"
3,2014-01-06 07:00:00,36.07015559,24.86858556,"U-Pump","Felix"
3,2014-01-14 13:00:00,36.05667579,24.87125423,"Ouzeri Elian","Felix"
3,2014-01-15 13:00:00,36.05662498,24.87124802,"Ouzeri Elian","Felix"
3,2014-01-07 13:00:00,36.05573496,24.90246559,"Brew've Been Served","Felix"
3,2014-01-13 07:00:00,36.06962106,24.87138387,"Jack's Magical Beans","Felix"
3,2014-01-13 18:00:00,36.06962808,24.87135906,"U-Pump","Felix"
3,2014-01-10 17:00:00,36.06961967,24.8712831,"U-Pump","Felix"
3,2014-01-13 13:00:00,36.05663585,24.87126657,"Ouzeri Elian","Felix"
3,2014-01-10 07:00:00,36.08275318,24.85346601,"Bean There Done That","Felix"
3,2014-01-15 18:00:00,36.06964419,24.87135695,"U-Pump","Felix"
3,2014-01-15 18:00:00,36.06928724,24.87431573,"Jack's Magical Beans","Felix"
3,2014-01-13 07:00:00,36.07016645,24.86858354,"U-Pump","Felix"
3,2014-01-16 08:00:00,36.08173789,24.85096007,"Bean There Done That","Felix"
3,2014-01-12 18:00:00,36.078036,24.85885397,"Albert's Fine Clothing","Felix"
3,2014-01-09 13:00:00,36.06963198,24.87145333,"Jack's Magical Beans","Felix"
3,2014-01-13 18:00:00,36.06701809,24.87637079,"Jack's Magical Beans","Felix"
3,2014-01-13 13:00:00,36.0620797,24.85619268,"General Grocer","Felix"
3,2014-01-08 07:00:00,36.08281976,24.85347368,"Bean There Done That","Felix"
3,2014-01-06 12:00:00,36.05521657,24.90200867,"Brew've Been Served","Felix"
3,2014-01-08 17:00:00,36.0670443,24.8763316,"Jack's Magical Beans","Felix"
3,2014-01-13 13:00:00,36.06343514,24.85102149,"Roberts and Sons","Felix"
3,2014-01-10 08:00:00,36.07016135,24.86856908,"U-Pump","Felix"
3,2014-01-08 17:00:00,36.06963214,24.87136429,"U-Pump","Felix"
3,2014-01-14 08:00:00,36.06963473,24.87150011,"Jack's Magical Beans","Felix"
3,2014-01-15 17:00:00,36.06702723,24.87635514,"Jack's Magical Beans","Felix"
3,2014-01-10 17:00:00,36.06696422,24.87637723,"Jack's Magical Beans","Felix"
3,2014-01-14 19:00:00,36.07878442,24.85733228,"Albert's Fine Clothing","Felix"
3,2014-01-09 17:00:00,36.06962515,24.87135937,"U-Pump","Felix"
3,2014-01-08 12:00:00,36.06694458,24.87638138,"Jack's Magical Beans","Felix"
3,2014-01-17 13:00:00,36.05970763,24.85804364,"General Grocer","Felix"
3,2014-01-15 13:00:00,36.0620962,24.85614574,"General Grocer","Felix"
3,2014-01-17 12:00:00,36.05953739,24.85800904,"General Grocer","Felix"
3,2014-01-17 18:00:00,36.06962511,24.87135873,"U-Pump","Felix"
3,2014-01-06 17:00:00,36.06698679,24.87633998,"Jack's Magical Beans","Felix"
3,2014-01-15 12:00:00,36.05969426,24.85655075,"General Grocer","Felix"
3,2014-01-18 18:00:00,36.06878843,24.84606313,"Kronos Mart","Felix"
3,2014-01-10 08:00:00,36.06963911,24.87138215,"Jack's Magical Beans","Felix"
3,2014-01-17 07:00:00,36.08276981,24.85352034,"Bean There Done That","Felix"
3,2014-01-14 12:00:00,36.05961359,24.85651842,"General Grocer","Felix"
3,2014-01-09 12:00:00,36.06701039,24.87635774,"Jack's Magical Beans","Felix"
3,2014-01-09 13:00:00,36.07018106,24.86858522,"U-Pump","Felix"
3,2014-01-08 07:00:00,36.07015365,24.86858931,"U-Pump","Felix"
3,2014-01-06 13:00:00,36.05574647,24.90249482,"Brew've Been Served","Felix"
3,2014-01-16 17:00:00,36.06963114,24.87119631,"U-Pump","Felix"
3,2014-01-16 17:00:00,36.06702796,24.87633911,"Jack's Magical Beans","Felix"
3,2014-01-07 08:00:00,36.0696424,24.87140038,"Jack's Magical Beans","Felix"
3,2014-01-14 17:00:00,36.06701031,24.87633633,"Jack's Magical Beans","Felix"
3,2014-01-17 18:00:00,36.06709915,24.87637696,"Jack's Magical Beans","Felix"
3,2014-01-15 08:00:00,36.08174135,24.85091365,"Bean There Done That","Felix"
3,2014-01-11 18:00:00,36.0780711,24.85880634,"Albert's Fine Clothing","Felix"
3,2014-01-16 13:00:00,36.05663472,24.8711958,"Ouzeri Elian","Felix"
3,2014-01-18 18:00:00,36.08363931,24.85340096,"Bean There Done That","Felix"
3,2014-01-14 08:00:00,36.08180391,24.85087539,"Bean There Done That","Felix"
3,2014-01-16 13:00:00,36.06565153,24.85463155,"Roberts and Sons","Felix"
3,2014-01-08 20:00:00,36.07624377,24.8563496,"Albert's Fine Clothing","Felix"
3,2014-01-11 20:00:00,36.07667298,24.85760185,"Albert's Fine Clothing","Felix"
3,2014-01-17 13:00:00,36.05663046,24.87134418,"Ouzeri Elian","Felix"
